placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,tuesday,wednesday,thursday,friday,saturday,sunday,monday,isBlackOwned,attributes,error
https://www.google.com/maps/place/Minneapolis+Anti-Aging+%26+Skin+Clinic/data=!4m7!3m6!1s0x52b3337dd1399fef:0xed1b5e744bc2b89!8m2!3d44.9836521!4d-93.3406833!16s%2Fg%2F1hhwgkprv!19sChIJ75850X0zs1IRiSu8ROe10Q4,Minneapolis Anti-Aging & Skin Clinic,4.7,111,Medical spa,"4825 Olson Mem Hwy #201, Golden Valley, MN 55422, United States","XMM5+FP Golden Valley, Minnesota, USA",https://mplsskin.com/,+1 763-540-1837,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipPk5oEGLXOfBPnbaT-FZ-MxSNvWfRSZd6lpIFc=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:51:51.352Z,,9 am–7 pm,9 am–7 pm,9 am–7 pm,8 am–5 pm,8 am–4 pm,Closed,9 am–7 pm,,,
https://www.google.com/maps/place/Dr.+Elliot+Stephenson/data=!4m7!3m6!1s0x87f627ff6a60da47:0x5106d00849eeb26b!8m2!3d44.9525401!4d-93.2620641!16s%2Fg%2F11p07b60fs!19sChIJR9pgav8n9ocRa7LuSQjQBlE,Dr. Elliot Stephenson,5.0,1,Vascular surgeon,"800 E 28th St # H2100, Minneapolis, MN 55407, United States","XP3Q+25 Minneapolis, Minnesota, USA",https://account.allinahealth.org/providers/6462,+1 612-863-3110,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1NJqTIrmFoekSJcP5-R4sA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=332.59274&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:51:54.048Z,,,,,,,,,,,
https://www.google.com/maps/place/Hennepin+Healthcare+Clinic+%26+Specialty+Center/data=!4m7!3m6!1s0x52b33306b409eea1:0xb5438028ac1e8d8d!8m2!3d44.9711103!4d-93.2634225!16s%2Fg%2F11f5j_mgpg!19sChIJoe4JtAYzs1IRjY0erCiAQ7U,Hennepin Healthcare Clinic & Specialty Center,3.7,127,Family practice physician,"715 S 8th St, Minneapolis, MN 55404, United States","XPCP+CJ Minneapolis, Minnesota, USA",https://www.hennepinhealthcare.org/clinic/clinic-and-specialty-center/,+1 612-873-6963,,https://lh3.googleusercontent.com/p/AF1QipPph3PKP7XCPMWFZxtJE9oByIXDxWFbsV5Qr1kF=w426-h240-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:51:58.963Z,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4 pm,Closed,Closed,8 am–4:30 pm,,,
https://www.google.com/maps/place/Physicians+Vein+Clinics/data=!4m7!3m6!1s0x87f62b854278f529:0x7415e1dd234625cd!8m2!3d45.0211846!4d-93.1624785!16s%2Fg%2F11thnc62xt!19sChIJKfV4QoUr9ocRzSVGI93hFXQ,Physicians Vein Clinics,5.0,12,Vascular surgeon,"2680 E Snelling Ser Dr UNIT 120, Roseville, MN 55113, United States","2RCQ+F2 Roseville, Minnesota, USA",http://www.physiciansveinclinics.com/,+1 763-299-8346,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipPHGKt2hS70Bz1_zeEEQ1ViIjWgRm2JeMmzSwyW=w408-h612-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:04.015Z,LGBTQ+ friendly,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,,,
https://www.google.com/maps/place/Lyn+Lake+Chiropractic/data=!4m7!3m6!1s0x87f62788a34b3d25:0xfafa03d1fecf43e5!8m2!3d44.9491416!4d-93.287853!16s%2Fg%2F1tcwm3dx!19sChIJJT1Lo4gn9ocR5UPP_tED-vo,Lyn Lake Chiropractic,4.9,541,Chiropractor,"2937 Lyndale Ave S, Minneapolis, MN 55408, United States","WPX6+MV Minneapolis, Minnesota, USA",https://lynlakechiropractic.com/,+1 612-879-8000,"Open · Closes 6 pm

Confirmed by this business 1 week ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvKlvyb9q2obQt3ITSWuhjvsdlCJQtcxbSS6apnAjUfX0a1vdPLIKJ-epL6pDmhSA9rY5jK5-syexLcVe8nh5Tci-DyMb1c3Rh7e8bPJTy8p6M8TXIQANIkyiILlE7bcj5hSIkSA=w408-h273-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:08.977Z,LGBTQ+ friendly,2–6 pm,"8:30 am–1 pm, 2:30–6 pm",2–6 pm,8 am–1 pm,Closed,Closed,"8:30 am–1 pm, 2:30–6 pm",,,
https://www.google.com/maps/place/The+Glow+Up/data=!4m7!3m6!1s0x52b332a2312f1ccd:0x6391712c0d9b24ef!8m2!3d44.9700969!4d-93.2662239!16s%2Fg%2F11mtfjgkgg!19sChIJzRwvMaIys1IR7ySbDSxxkWM,The Glow Up,4.9,98,Day spa,"609 S 10th St Ste 230, Minneapolis, MN 55404, United States","XPCM+2G Minneapolis, Minnesota, USA",http://theglowupmpls.com/,+1 763-327-7306,Closed · Opens 10 am Wed,https://lh3.googleusercontent.com/p/AF1QipNar30NBw-b0LUCfskb_bJrwgjDfNXF29qp61T7=w408-h612-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:13.861Z,LGBTQ+ friendly,10:30 am–2 pm,10 am–3 pm,9 am–7 pm,10 am–6 pm,11 am–4 pm,11 am–5 pm,12–6 pm,true,,
https://www.google.com/maps/place/Minneapolis+Heart+Institute+Foundation/data=!4m7!3m6!1s0x87f627ff74f39447:0x54c3a640408817b6!8m2!3d44.9524262!4d-93.2609567!16s%2Fg%2F1tfv5pgf!19sChIJR5TzdP8n9ocRtheIQECmw1Q,Minneapolis Heart Institute Foundation,4.8,17,Research foundation,"920 E 28th St #100, Minneapolis, MN 55407, United States","XP2Q+XJ Minneapolis, Minnesota, USA",http://www.mplsheart.org/,+1 612-863-3833,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipM-vY3h7opUtH3qWrP1x53wq4KiVBGWxAEE-clX=w408-h272-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:18.798Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/Minnesota+Vascular+Surgery+Center/data=!4m7!3m6!1s0x52b32eae9634cd4d:0xe7574e7675689b52!8m2!3d45.036906!4d-93.1936325!16s%2Fg%2F1tl7ncbk!19sChIJTc00lq4us1IRUptodXZOV-c,Minnesota Vascular Surgery Center,2.9,16,Surgical center,"600 County Rd D West, New Brighton, MN 55112, United States","2RP4+QG New Brighton, Minnesota, USA",http://www.vascularphysicians.com/,+1 763-432-4300,Closes soon · 5 pm · Opens 7 am Wed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxst14CAGva2b2klq2CM352kTACneH5LAxA6d9RpMZMjNUrhyBB2HUqshEnz-9NC015dbznW0UIGFdcMUU9dnZ9Sq2x_UQeZ0O2xxCfECdZzb-wedSslGEmDXQT9YPQEvlZBfQ=w408-h544-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:23.624Z,,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,,,
https://www.google.com/maps/place/Vein+Associates+at+Skin+Care+Doctors/data=!4m7!3m6!1s0x87f626a516bd23cf:0x6915d76f8b098387!8m2!3d44.8690942!4d-93.3274398!16s%2Fg%2F1tfh56fh!19sChIJzyO9FqUm9ocRh4MJi2_XFWk,Vein Associates at Skin Care Doctors,4.0,19,Surgical center,"7373 France Ave S STE 304, Edina, MN 55435, United States","VM9F+J2 Edina, Minnesota, USA",https://www.skincaredrs.com/vein-care/,+1 952-224-5712,Closes soon · 5 pm · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Mw35Z8IeIbf6BC0ivSvzDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.71911&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:28.691Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/VeinSolutions/data=!4m7!3m6!1s0x87f626a516bd23cf:0xf0d9e8d45f23dfb1!8m2!3d44.8847961!4d-93.3272473!16s%2Fg%2F1tj4hlzs!19sChIJzyO9FqUm9ocRsd8jX9To2fA,VeinSolutions,5.0,2,Medical clinic,"6525 France Ave S, Minneapolis, MN 55435, United States","VMMF+W4 Minneapolis, Minnesota, USA",http://www.veinsolutions.com/,+1 952-831-8346,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N2xV0PXx50U1rX-pUGozsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=23.389626&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:31.648Z,,,,,,,,,,,
https://www.google.com/maps/place/Physicians+Vein+Clinics/data=!4m7!3m6!1s0x52b34ec47708cd59:0xeffdfbbf44e683e3!8m2!3d45.0137552!4d-93.4622506!16s%2Fg%2F11dx8m79d3!19sChIJWc0Id8ROs1IR44PmRL_7_e8,Physicians Vein Clinics,4.9,33,Vascular surgeon,"3001 Harbor Ln N, Plymouth, MN 55447, United States","2G7Q+G3 Plymouth, Minnesota, USA",https://www.physiciansveinclinics.com/,+1 763-299-8346,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipP_8anuBkoGZ6wMcur24PFLB2K1uVuba4lkdEkm=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:36.424Z,LGBTQ+ friendly,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,,,
https://www.google.com/maps/place/Hcmc+Vascular+Access+Clinic/data=!4m7!3m6!1s0x52b32d5f8df85329:0x80d975dfb47b0fe0!8m2!3d44.9708258!4d-93.2597227!16s%2Fg%2F1w0h74m1!19sChIJKVP4jV8ts1IR4A97tN912YA,Hcmc Vascular Access Clinic,5.0,1,Dialysis center,"900 S 8th St, Minneapolis, MN 55404, United States","XPCR+84 Minneapolis, Minnesota, USA",,+1 612-873-5702,Closed · Opens 6:45 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5FmUoOgExr01AXIrgDirKw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.100986&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:41.176Z,,6:45 am–3:15 pm,6:45 am–3:15 pm,6:45 am–3:15 pm,6:45 am–3:15 pm,Closed,Closed,6:45 am–3:15 pm,,,
https://www.google.com/maps/place/Vascular+%26+Interventional+Experts+%28VIE%29/data=!4m7!3m6!1s0x87f6250245685ed7:0xf61cdcf337007b34!8m2!3d44.8625526!4d-93.3331527!16s%2Fg%2F11lklj9v97!19sChIJ115oRQIl9ocRNHsAN_PcHPY,Vascular & Interventional Experts (VIE),4.8,52,Vascular surgeon,"4100 Minnesota Dr Suite 310, Edina, MN 55435, United States","VM78+2P Edina, Minnesota, USA",https://viemn.com/,+1 952-838-0650,Closed · Opens 7 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HPjL-F9NmIC9KzGLmwFjWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=279.98428&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:46.158Z,LGBTQ+ friendly,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,,,
https://www.google.com/maps/place/USA+Vein+Clinics+-+Woodbury/data=!4m7!3m6!1s0x87f7d7c55e49adfb:0xf6c42f9259cf622d!8m2!3d44.9216096!4d-92.9377778!16s%2Fg%2F11h4l111gx!19sChIJ-61JXsXX94cRLWLPWZIvxPY,USA Vein Clinics - Woodbury,4.2,55,Medical clinic,"8360 City Centre Dr #120, Woodbury, MN 55125, United States","W3C6+JV Woodbury, Minnesota, USA",https://www.usaveinclinics.com/company/locations/minnesota/office/woodbury/,+1 651-252-1907,,https://lh3.googleusercontent.com/p/AF1QipMa3ePUtudFOxTJVESvaXLMVkAJJfqJzQbPVvQM=w408-h264-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:51.098Z,LGBTQ+ friendly,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Physicians+Vein+Clinics/data=!4m7!3m6!1s0x87f43a620feeb749:0x9a91866b270b1f55!8m2!3d44.8597945!4d-93.4378074!16s%2Fg%2F1v6p9dh2!19sChIJSbfuD2I69IcRVR8LJ2uGkZo,Physicians Vein Clinics,5.0,44,Vascular surgeon,"800 Prairie Center Dr Suite 200, Eden Prairie, MN 55344, United States","VH56+WV Eden Prairie, Minnesota, USA",https://physiciansveinclinics.com/,+1 763-299-8346,Closed · Opens 7:30 am Wed,https://lh3.googleusercontent.com/p/AF1QipNwpBRaYVasXhejgxvBjqnkaXo6nu8jSdSfKl1V=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:52:55.977Z,LGBTQ+ friendly,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,,,
https://www.google.com/maps/place/Spartz+Vein+Clinic+-+Eagan/data=!4m7!3m6!1s0x87f62d2504fdb1ff:0x3e13d211350cd1fa!8m2!3d44.8316876!4d-93.150909!16s%2Fg%2F11qnj2q2q1!19sChIJ_7H9BCUt9ocR-tEMNRHSEz4,Spartz Vein Clinic - Eagan,4.8,17,Medical clinic,"1185 Town Centre Dr #145, Eagan, MN 55123, United States","RRJX+MJ Eagan, Minnesota, USA",https://spartzvein.com/,+1 651-797-6880,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipMSPcj3BjcRcDQgCHVc0EeEkPhfAOzI0XWlKOZM=w408-h306-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:53:00.967Z,Identifies as women-owned,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,,
https://www.google.com/maps/place/Minneapolis+Vascular+Clinic/data=!4m7!3m6!1s0x87f626a556216507:0xe4322193df691741!8m2!3d44.8860193!4d-93.3272556!16s%2Fg%2F1tx47l_t!19sChIJB2UhVqUm9ocRQRdp35MhMuQ,Minneapolis Vascular Clinic,1.0,2,Medical clinic,"6405 France Ave S, Edina, MN 55435, United States","VMPF+C3 Edina, Minnesota, USA",http://www.fairview.org/,+1 952-927-7004,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=83JHfRIcu2ZRyQzRFF13bQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=2.3438938&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Minneapolis+MN/@44.977753,-93.2650108,14z",2025-12-16T22:53:03.659Z,,,,,,,,,,,
https://www.google.com/maps/place/Allina+Health+Minneapolis+Heart+Institute+%E2%80%93+Vascular+%26+Wound+Clinic/data=!4m7!3m6!1s0x87f62ab737e611fd:0xfe7926644027e933!8m2!3d44.944122!4d-93.1061425!16s%2Fg%2F1tdfnty1!19sChIJ_RHmN7cq9ocRM-knQGQmef4,Allina Health Minneapolis Heart Institute – Vascular & Wound Clinic,4.0,19,Medical clinic,"Specialty Center, 225 Smith Avenue N Nasseff, Suite 500, St Paul, MN 55102, United States","WVVV+JG St Paul, Minnesota, USA",https://account.allinahealth.org/locations/1273?utm_source=gmb&utm_medium=organic&utm_content=web-url&utm_campaign=gmb_website&utm_term=United-Vascular-Clinic,+1 651-241-2999,Closes soon · 5 pm · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipOpPRdSfd0UeV3B7FKZbfE30lJetZFo7OnJYG5Q=w408-h295-k-no,true,"https://www.google.com/maps/search/vein+clinics+in+Saint+Paul+MN/@44.9537029,-93.0899578,14z",2025-12-16T22:53:23.665Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
"https://www.google.com/maps/place/Dr.+Gary+J.+Rosenthal,+MD/data=!4m7!3m6!1s0x52b2d54ee7370f79:0x5ac5d869337bda5b!8m2!3d44.9649544!4d-93.0843819!16s%2Fg%2F1tfk8np6!19sChIJeQ83507VslIRW9p7M2nYxVo","Dr. Gary J. Rosenthal, MD",5.0,2,Vascular surgeon,"401 Phalen Blvd, St Paul, MN 55130, United States","XW78+X6 St Paul, Minnesota, USA",http://www.healthpartners.com/,+1 651-254-7400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2Pm2tMsa2EKnkvgUflR_cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=132.53102&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/vein+clinics+in+Saint+Paul+MN/@44.9537029,-93.0899578,14z",2025-12-16T22:53:26.367Z,,,,,,,,,,,
